,Angles,Times,RSSI,POS
0,-0.6860949473357019,1764851464.5755541,"(16991.84765625, 14222.978515625, 13051.0986328125, 490.6791687011719)",324.2
1,-0.6138744265635228,1764851465.043988,"(13298.3076171875, 13504.720703125, 639.6683349609375, 645.5106201171875)",184.8
2,-0.6860949473357019,1764851465.231091,"(13923.43359375, 13041.1328125, 7213.4423828125, 15056.9013671875)",122.7
3,0.8305359888800603,1764851465.3981133,"(13530.251953125, 1193.825439453125, 4793.73291015625, 14008.181640625)",66.9
4,0.6138744265635228,1764851465.5418384,"(2530.24609375, 5097.60791015625, 15231.5029296875, 12507.455078125)",20.1
5,0.18055130193044788,1764851465.721156,"(12948.955078125, 2014.37939453125, 17447.396484375, 152.92921447753906)",-1.9
6,0.18055130193044788,1764851465.9051456,"(13217.173828125, 883.776123046875, 17109.61328125, 693.96875)",-4.8
7,0.46943338501916454,1764851466.093506,"(15082.140625, 1206.0185546875, 15210.24609375, 1888.0745849609375)",-4.8
8,-0.9027565096522393,1764851466.2748277,"(15886.720703125, 1102.44287109375, 13608.8388671875, 451.0269775390625)",-3.6
9,-0.9027565096522393,1764851466.4644904,"(16427.203125, 769.8143920898438, 12661.4599609375, 1107.638916015625)",-2.6
10,-0.9749770304244185,1764851466.6564357,"(15722.9296875, 527.3212890625, 12377.15625, 748.8189697265625)",-4.2
11,0.036110260386089665,1764851466.837764,"(13570.720703125, 6840.44189453125, 12857.953125, 1102.5350341796875)",-10.4
12,0.036110260386089665,1764851467.026192,"(12550.55859375, 12459.34765625, 14089.4443359375, 3330.7275390625)",-17.0
13,0.036110260386089665,1764851467.211911,"(10962.234375, 13586.72265625, 15569.935546875, 8035.2265625)",-19.7
14,0.036110260386089665,1764851467.3912714,"(12527.462890625, 14685.046875, 17655.7578125, 12017.8408203125)",-20.5
15,0.036110260386089665,1764851467.583363,"(13600.888671875, 15982.177734375, 16530.0078125, 12628.865234375)",-20.6
16,-0.03611026038608944,1764851467.7739074,"(9806.4453125, 17102.630859375, 14731.7548828125, 11939.296875)",-20.6
17,-0.03611026038608944,1764851467.9593723,"(14008.025390625, 16435.1328125, 13085.83984375, 12506.578125)",-20.6
18,-0.03611026038608944,1764851468.13651,"(14011.982421875, 14562.953125, 13232.9248046875, 12184.853515625)",-20.6
19,-0.03611026038608944,1764851468.3234038,"(13959.1201171875, 13043.31640625, 12757.8232421875, 12740.369140625)",-20.6
20,0.036110260386089665,1764851468.5143979,"(12381.615234375, 12749.423828125, 13339.8486328125, 12676.671875)",-20.7
21,0.036110260386089665,1764851468.6973596,"(12207.11328125, 12887.2197265625, 14376.0390625, 13263.892578125)",-20.8
22,0.036110260386089665,1764851468.8873787,"(8489.67578125, 13047.177734375, 16304.185546875, 13480.4560546875)",-20.8
23,0.036110260386089665,1764851469.0677016,"(9410.236328125, 14923.966796875, 17653.203125, 12045.78125)",-20.8
24,-0.03611026038608944,1764851469.2918253,"(11150.421875, 16716.24609375, 16463.396484375, 8793.7763671875)",-20.8
25,-0.6138744265635228,1764851469.4688828,"(11755.94140625, 17694.216796875, 9559.736328125, 9459.1796875)",-20.8
26,-0.6860949473357019,1764851469.7131703,"(17478.7578125, 15938.8984375, 13400.20703125, 11228.955078125)",-22.4
27,-0.6860949473357019,1764851469.8734925,"(16499.546875, 12617.728515625, 12428.029296875, 11905.58984375)",-25.4
28,-0.6860949473357019,1764851470.0812488,"(15132.69140625, 13045.080078125, 13120.271484375, 12575.2236328125)",-31.2
29,0.036110260386089665,1764851470.258747,"(10567.2587890625, 12834.22265625, 13590.068359375, 12974.9716796875)",-36.7
30,0.036110260386089665,1764851470.4604976,"(6052.01904296875, 13087.74609375, 14902.0048828125, 9360.23046875)",-41.5
31,0.036110260386089665,1764851470.6606052,"(12855.3466796875, 13902.166015625, 16420.603515625, 5624.61669921875)",-43.2
32,-0.6138744265635228,1764851470.8867602,"(7775.89453125, 15052.181640625, 3332.802490234375, 14748.640625)",-44.0
33,0.7583154681078812,1764851471.0769866,"(14457.0078125, 2315.63037109375, 7677.55859375, 13831.19140625)",-45.1
34,0.6138744265635228,1764851471.2989714,"(16169.48046875, 4033.1005859375, 14481.771484375, 7603.0791015625)",-46.1
35,-0.10833078115826866,1764851471.5804522,"(2778.57275390625, 15283.166015625, 7836.31396484375, 7824.7158203125)",-44.0
36,0.6860949473357019,1764851471.7504475,"(7096.8037109375, 6922.5966796875, 12691.248046875, 13525.537109375)",-42.0
37,0.6860949473357019,1764851471.9141433,"(7360.744140625, 13003.525390625, 11197.609375, 14788.3701171875)",-39.1
38,0.036110260386089665,1764851472.0721996,"(5233.4677734375, 12777.193359375, 13808.044921875, 4396.4189453125)",-35.6
39,0.6860949473357019,1764851472.2196608,"(12999.4091796875, 4456.9892578125, 15406.50390625, 17774.712890625)",-32.0
40,-0.6860949473357019,1764851472.3716516,"(12143.9296875, 14076.9033203125, 8443.67578125, 16328.53515625)",-28.9
41,0.036110260386089665,1764851472.5294106,"(13599.455078125, 11094.943359375, 18246.248046875, 13049.384765625)",-25.8
42,-0.03611026038608944,1764851472.6803539,"(14401.63671875, 15619.12109375, 13265.31640625, 13533.5498046875)",-25.5
43,-0.6860949473357019,1764851472.8377702,"(16980.44921875, 15160.265625, 14121.337890625, 12880.2236328125)",-25.5
44,-0.03611026038608944,1764851472.980426,"(11876.32421875, 15329.556640625, 13365.1865234375, 12989.7900390625)",-25.6
45,-0.03611026038608944,1764851473.1660411,"(8470.2529296875, 13884.19921875, 12779.7109375, 13542.6640625)",-27.3
46,0.6860949473357019,1764851473.3533537,"(12991.65625, 12536.484375, 12603.5810546875, 14209.1220703125)",-29.1
47,0.6860949473357019,1764851473.5323231,"(13219.060546875, 12797.587890625, 12853.701171875, 16020.9443359375)",-29.9
48,0.6860949473357019,1764851473.7212894,"(12239.791015625, 12765.28515625, 14450.36328125, 16795.287109375)",-28.5
49,0.036110260386089665,1764851473.9081702,"(12757.345703125, 14603.3916015625, 16026.2109375, 15816.7783203125)",-23.7
50,0.036110260386089665,1764851474.0987582,"(12405.931640625, 15938.8388671875, 17649.623046875, 13817.759765625)",-18.6
51,-0.03611026038608944,1764851474.2858527,"(12133.7294921875, 16916.265625, 15347.962890625, 12475.0)",-16.1
52,-0.03611026038608944,1764851474.4649363,"(12587.037109375, 16022.130859375, 14530.84375, 12339.62109375)",-15.2
53,-0.03611026038608944,1764851474.6484451,"(13636.326171875, 14362.94921875, 12848.01953125, 11855.451171875)",-15.1
54,-0.03611026038608944,1764851474.8407135,"(13354.408203125, 13320.90625, 12385.912109375, 11962.126953125)",-15.1
55,-0.03611026038608944,1764851475.0227003,"(12924.2314453125, 13037.2138671875, 12901.1748046875, 11818.798828125)",-15.1
56,0.036110260386089665,1764851475.209891,"(12710.5595703125, 12381.37109375, 13566.935546875, 11418.7861328125)",-15.1
57,0.036110260386089665,1764851475.3907135,"(12367.90625, 13413.609375, 15441.02734375, 10585.56640625)",-15.1
58,0.036110260386089665,1764851475.5797374,"(12519.451171875, 14277.71875, 17531.49609375, 11220.685546875)",-15.1
59,0.036110260386089665,1764851475.764809,"(12813.150390625, 15715.111328125, 17749.669921875, 10389.298828125)",-15.1
60,-0.03611026038608944,1764851475.950296,"(12406.876953125, 16374.3447265625, 15088.08203125, 10173.1044921875)",-15.1
61,-0.03611026038608944,1764851476.135927,"(14533.814453125, 15129.5380859375, 14065.3779296875, 10566.59765625)",-15.1
62,-0.6860949473357019,1764851476.320633,"(14933.548828125, 14247.236328125, 12110.732421875, 10134.365234375)",-15.1
63,-0.6860949473357019,1764851476.5082228,"(14135.6259765625, 13409.80078125, 12337.1953125, 10766.71875)",-15.3
64,-0.03611026038608944,1764851476.6931007,"(13552.8779296875, 12727.486328125, 12753.443359375, 11566.818359375)",-17.6
65,0.036110260386089665,1764851476.885348,"(12479.3203125, 12344.517578125, 14192.0263671875, 13431.4443359375)",-22.3
66,0.036110260386089665,1764851477.0658245,"(12131.8046875, 13255.9541015625, 16396.94921875, 14662.0419921875)",-24.7
67,0.036110260386089665,1764851477.2573128,"(7806.89306640625, 14290.0888671875, 17840.01171875, 15093.8544921875)",-25.6
68,-0.03611026038608944,1764851477.443803,"(11359.8310546875, 16932.08203125, 16371.42578125, 13499.28125)",-25.6
69,-0.03611026038608944,1764851477.6219995,"(7988.4658203125, 17596.00390625, 14723.111328125, 13225.4990234375)",-25.7
70,-0.03611026038608944,1764851477.8162153,"(5244.5234375, 15137.486328125, 13574.42578125, 12623.095703125)",-25.7
71,-0.03611026038608944,1764851477.9967058,"(10231.23046875, 13920.3505859375, 12383.572265625, 12611.529296875)",-25.7
72,-0.03611026038608944,1764851478.1798804,"(9424.740234375, 13156.89453125, 12709.5849609375, 13528.58984375)",-25.9
73,0.6860949473357019,1764851478.372832,"(7609.2802734375, 12295.892578125, 13267.322265625, 14720.48046875)",-26.2
74,0.6860949473357019,1764851478.5605175,"(11610.021484375, 13081.4638671875, 13992.1416015625, 15757.5693359375)",-26.2
75,0.036110260386089665,1764851478.7479606,"(6162.01123046875, 13434.228515625, 15583.787109375, 15574.1669921875)",-24.3
76,0.036110260386089665,1764851478.9235797,"(8436.353515625, 15280.8125, 17634.900390625, 14797.552734375)",-20.8
77,0.036110260386089665,1764851479.1151047,"(9925.087890625, 15808.3876953125, 16409.71484375, 13936.986328125)",-17.8
78,0.036110260386089665,1764851479.2972944,"(10931.1708984375, 14702.19921875, 14910.791015625, 12464.513671875)",-16.3
79,0.036110260386089665,1764851479.4893575,"(9824.0205078125, 11313.79296875, 13106.330078125, 10764.986328125)",-15.5
80,-0.03611026038608944,1764851479.6766798,"(9942.3984375, 12568.806640625, 12434.65234375, 12203.447265625)",-14.9
81,0.036110260386089665,1764851479.85699,"(11578.6064453125, 11658.49609375, 11989.6875, 12534.3056640625)",-14.7
82,0.036110260386089665,1764851480.049327,"(11313.3203125, 11137.2880859375, 13332.3125, 12605.0712890625)",-14.7
