,Times,RSSI,POS
0,1764758767.1243854,"(35.204322814941406, 25.78885841369629, 364.08453369140625, 47.370994567871094)",2.9
1,1764758767.1243854,"(42.43044662475586, 0.3304894268512726, 3.5541834831237793, 1.2540369033813477)",116.5
2,1764758767.1243854,"(32.1299934387207, 8.395670890808105, 30.878753662109375, 3.270505428314209)",237.0
3,1764758767.1243854,"(30.116558074951172, 53.88549041748047, 126.11724853515625, 154.94564819335938)",356.5
