,rssi,corr,theta,timestamp
146,"(51.68430709838867, 248.77645874023438, 457.1046447753906, 826.692138671875)","(-0.9396637678146362, -0.9399634599685669, 0.9338904619216919, 0.9341031908988953)",-84.0,1765210797.8632004
147,"(51.723175048828125, 271.9680480957031, 449.22705078125, 925.9683837890625)","(-0.9409078359603882, -0.9420412182807922, 0.9349560141563416, 0.9352532029151917)",-84.0,1765210798.0812593
148,"(62.428749084472656, 258.21661376953125, 472.9424133300781, 897.510986328125)","(-0.9424636363983154, -0.9429153203964233, 0.9366772770881653, 0.9367457032203674)",-84.0,1765210798.2966495
149,"(68.0042495727539, 222.51654052734375, 490.49237060546875, 897.4234008789062)","(-0.9435900449752808, -0.9446308016777039, 0.9378654360771179, 0.9377554655075073)",-84.0,1765210798.5147176
150,"(69.76165008544922, 224.49209594726562, 490.367919921875, 847.15869140625)","(-0.9445666670799255, -0.9460113644599915, 0.9394525289535522, 0.9398133158683777)",-84.0,1765210798.7302098
151,"(70.8396224975586, 239.78639221191406, 503.676513671875, 879.5877685546875)","(-0.9468284249305725, -0.9476110935211182, 0.9412210583686829, 0.9409365057945251)",-84.0,1765210798.9482744
152,"(45.484657287597656, 238.8702392578125, 467.4151611328125, 892.1824951171875)","(-0.9466893076896667, -0.9487407207489014, 0.941586971282959, 0.9414905905723572)",-84.0,1765210799.164136
153,"(47.263427734375, 243.890625, 432.9757385253906, 859.926025390625)","(-0.9485559463500977, -0.9504982233047485, 0.9436610341072083, 0.9438351392745972)",-84.0,1765210799.3843806
154,"(43.76396179199219, 197.10659790039062, 416.8973388671875, 909.7029418945312)","(-0.9512531161308289, -0.9507009983062744, 0.9448381066322327, 0.9448130130767822)",-84.0,1765210799.5998237
155,"(34.2762565612793, 239.4182891845703, 465.77264404296875, 918.677978515625)","(-0.9007346034049988, -0.9016581177711487, 0.9453948736190796, 0.9456060528755188)",-84.0,1765210799.8153632
156,"(32.4158935546875, 226.39373779296875, 464.95916748046875, 961.034423828125)","(-0.9027253985404968, -0.9040626883506775, 0.947188138961792, 0.9472990036010742)",-84.0,1765210800.0331817
157,"(40.234580993652344, 226.34573364257812, 462.7703857421875, 942.71142578125)","(-0.9050412774085999, -0.9811691045761108, 0.9485037326812744, 0.9487581253051758)",-84.0,1765210800.2486436
158,"(46.400856018066406, 215.1756591796875, 489.4331359863281, 935.915771484375)","(-0.9068735241889954, -0.9074715971946716, 0.9011268019676208, 0.9011630415916443)",-84.0,1765210800.4669025
159,"(48.626853942871094, 206.04168701171875, 528.5765380859375, 927.4918212890625)","(-0.9090997576713562, -0.9092010259628296, 0.902999997138977, 0.903037965297699)",-84.0,1765210800.685289
160,"(49.05487060546875, 216.191650390625, 472.6698303222656, 1002.2125854492188)","(-0.9104244112968445, -0.9104301929473877, 0.9044449329376221, 0.904739260673523)",-82.4,1765210800.9029624
161,"(49.14991760253906, 216.21719360351562, 441.54144287109375, 1033.035400390625)","(-0.9119520783424377, -0.9124633073806763, 0.9059022068977356, 0.9060624837875366)",-82.2,1765210801.1185346
162,"(47.91542053222656, 219.67974853515625, 447.19091796875, 977.1341552734375)","(-0.9138361811637878, -0.9144535064697266, 0.9408096671104431, 0.907853364944458)",-82.2,1765210801.3353517
163,"(45.51756286621094, 214.45648193359375, 422.95635986328125, 1069.81201171875)","(-0.9151760935783386, -0.9160237908363342, 0.9096330404281616, 0.9095051288604736)",-82.2,1765210801.551758
164,"(45.9920654296875, 229.05459594726562, 395.3443908691406, 1065.8291015625)","(-0.9168859720230103, -0.9179449081420898, 0.9111409783363342, 0.9113205671310425)",-82.2,1765210801.7699888
165,"(46.90876007080078, 215.6280975341797, 427.38629150390625, 1049.878173828125)","(-0.9184182286262512, -0.9194796681404114, 0.912848174571991, 0.9130146503448486)",-82.2,1765210801.9854903
166,"(47.07087326049805, 216.57089233398438, 421.38397216796875, 1016.6820068359375)","(-0.9201734066009521, -0.9218869805335999, 0.9147874116897583, 0.9149487614631653)",-82.2,1765210802.2033582
167,"(43.50084686279297, 209.93267822265625, 408.61346435546875, 917.5509033203125)","(-0.9227497577667236, -0.9235439300537109, 0.9167351722717285, 0.9168047308921814)",-82.2,1765210802.418779
168,"(47.844215393066406, 219.50108337402344, 411.3218688964844, 950.693359375)","(-0.9236295819282532, -0.9239630103111267, 0.9179143905639648, 0.9180853366851807)",-82.2,1765210802.637011
169,"(43.077857971191406, 205.47787475585938, 433.56414794921875, 960.8919677734375)","(-0.9246581196784973, -0.9259953498840332, 0.9870066046714783, 0.9194815158843994)",-82.2,1765210802.8553252
170,"(44.08831024169922, 214.3758544921875, 404.17901611328125, 989.55029296875)","(-0.9266818165779114, -0.9286372065544128, 0.9213332533836365, 0.9214081764221191)",-82.2,1765210803.071452
171,"(411.1680908203125, 916.2742919921875, 1018.5779418945312, 979.6181030273438)","(-0.928309977054596, -0.9329253435134888, 0.9226075410842896, 0.9227455258369446)",-82.2,1765210803.3346186
172,"(47.27666091918945, 222.4542694091797, 412.42742919921875, 1007.15673828125)","(-0.9299059510231018, -0.9309666752815247, 0.924068808555603, 0.9242401123046875)",-82.2,1765210803.5044045
173,"(43.43918228149414, 225.64588928222656, 418.5503234863281, 1054.222900390625)","(-0.9316980242729187, -0.9318369030952454, 0.9255635738372803, 0.9254958629608154)",-82.2,1765210803.7219958
174,"(44.71393585205078, 217.33987426757812, 397.6587829589844, 947.0355224609375)","(-0.9325127601623535, -0.9338619112968445, 0.9270782470703125, 0.9271482229232788)",-82.2,1765210803.9401238
175,"(47.11322784423828, 223.4209747314453, 428.73394775390625, 1032.170166015625)","(-0.9351037740707397, -0.9353273510932922, 0.929094672203064, 0.9290558695793152)",-82.2,1765210804.1566994
176,"(43.0887336730957, 210.360107421875, 445.29388427734375, 1066.818603515625)","(-0.9360558986663818, -0.9367530941963196, 0.9845602512359619, 0.9304127097129822)",-82.2,1765210804.373829
177,"(46.110225677490234, 229.8801727294922, 428.2944030761719, 1033.4625244140625)","(-0.9365327954292297, -0.9385457634925842, 0.9310637712478638, 0.9313235282897949)",-82.2,1765210804.5899682
178,"(46.20393371582031, 216.74058532714844, 410.69873046875, 1109.0782470703125)","(-0.9388578534126282, -0.9395292401313782, 0.9332361817359924, 0.9332935810089111)",-82.2,1765210804.8072262
179,"(48.152099609375, 205.16429138183594, 387.76007080078125, 993.3151245117188)","(-0.9406381845474243, -0.9416229128837585, 0.9344095587730408, 0.9344502091407776)",-82.2,1765210805.0300326
180,"(49.3210334777832, 222.66375732421875, 411.819580078125, 1105.136962890625)","(-0.9409019947052002, -0.9425541162490845, 0.9353630542755127, 0.9355190396308899)",-82.2,1765210805.240442
181,"(39.40872573852539, 221.2723388671875, 375.8607482910156, 1050.1297607421875)","(-0.9427921175956726, -0.9438932538032532, 0.9372060298919678, 0.9374217391014099)",-82.2,1765210805.458712
182,"(42.83332824707031, 223.21632385253906, 417.853759765625, 970.04931640625)","(-0.9444093704223633, -0.9453965425491333, 0.9384653568267822, 0.9383978843688965)",-82.2,1765210805.67432
183,"(41.344478607177734, 234.36375427246094, 446.39508056640625, 1014.22314453125)","(-0.9447019696235657, -0.9469035267829895, 0.9804806709289551, 0.9397776126861572)",-82.2,1765210805.8924537
184,"(39.784576416015625, 215.94155883789062, 415.3787536621094, 965.1286010742188)","(-0.9467231035232544, -0.9477604031562805, 0.9411214590072632, 0.9413213729858398)",-82.2,1765210806.107881
185,"(42.8026123046875, 232.41766357421875, 426.38165283203125, 967.1978759765625)","(-0.9487847089767456, -0.9497470855712891, 0.9426122903823853, 0.9425443410873413)",-82.2,1765210806.3257484
186,"(41.45201873779297, 227.68264770507812, 421.3695068359375, 976.6998291015625)","(-0.9486514925956726, -0.951622724533081, 0.9437937140464783, 0.9438914656639099)",-82.2,1765210806.5439906
187,"(40.78391647338867, 229.29396057128906, 428.90380859375, 1028.75439453125)","(-0.9002561569213867, -0.9011549353599548, 0.9446734189987183, 0.9448679089546204)",-82.2,1765210806.760901
188,"(38.69910430908203, 211.60536193847656, 402.07147216796875, 947.2335205078125)","(-0.9026617407798767, -0.9035052061080933, 0.9467434883117676, 0.9466326236724854)",-82.2,1765210806.9773052
189,"(39.637962341308594, 213.36314392089844, 386.3194274902344, 917.3786010742188)","(-0.9031796455383301, -0.9042998552322388, 0.9468827843666077, 0.9469611644744873)",-82.2,1765210807.1938572
190,"(40.14582061767578, 229.4901123046875, 427.4501037597656, 973.8484497070312)","(-0.9057850241661072, -0.9065011143684387, 0.9767104387283325, 0.900070071220398)",-82.2,1765210807.411036
191,"(39.351219177246094, 221.2017822265625, 408.98687744140625, 972.5892333984375)","(-0.9069560170173645, -0.9079198837280273, 0.9010685086250305, 0.9012167453765869)",-82.2,1765210807.6288207
192,"(44.49964904785156, 245.4266357421875, 381.79217529296875, 1091.0712890625)","(-0.911761462688446, -0.9126462936401367, 0.905142605304718, 0.9051963686943054)",-80.7,1765210808.062623
193,"(46.582305908203125, 257.3439025878906, 402.66143798828125, 1111.948486328125)","(-0.9146292209625244, -0.9148033857345581, 0.9072179198265076, 0.9067481160163879)",-80.7,1765210808.2776039
194,"(46.596107482910156, 253.99549865722656, 403.4949645996094, 1145.62890625)","(-0.9149620532989502, -0.9168814420700073, 0.9084983468055725, 0.9086825251579285)",-80.7,1765210808.4959383
195,"(44.28227233886719, 253.45123291015625, 393.89959716796875, 1139.8125)","(-0.9166737198829651, -0.9182913303375244, 0.9098817110061646, 0.9099547266960144)",-80.7,1765210808.714132
196,"(42.987342834472656, 251.3746337890625, 412.569091796875, 1155.8616943359375)","(-0.9176709651947021, -0.9191622734069824, 0.9710742831230164, 0.9113333225250244)",-80.7,1765210808.9296181
197,"(40.19245910644531, 233.7632598876953, 375.875244140625, 1058.758544921875)","(-0.9193417429924011, -0.9209750294685364, 0.9132018089294434, 0.9134889841079712)",-80.7,1765210809.1474352
198,"(38.59196853637695, 232.1870574951172, 364.873779296875, 1027.75830078125)","(-0.9212645292282104, -0.9232416152954102, 0.9148187637329102, 0.9148677587509155)",-80.7,1765210809.3629258
199,"(37.94575881958008, 226.65481567382812, 351.58258056640625, 999.350830078125)","(-0.9221118688583374, -0.9243436455726624, 0.9163147211074829, 0.9163402915000916)",-80.7,1765210809.5811663
200,"(43.47825241088867, 232.8360595703125, 369.66461181640625, 989.529296875)","(-0.9245584011077881, -0.9246723651885986, 0.918093204498291, 0.9182211756706238)",-80.7,1765210809.8017108
201,"(41.30693435668945, 236.63113403320312, 376.11395263671875, 1065.0692138671875)","(-0.9261407852172852, -0.9270514845848083, 0.9201921820640564, 0.9198771715164185)",-80.7,1765210810.0178077
202,"(42.46322250366211, 242.75119018554688, 372.137451171875, 1047.66015625)","(-0.9280630946159363, -0.9284805655479431, 0.9219545722007751, 0.9217020273208618)",-80.7,1765210810.232644
203,"(41.402793884277344, 240.5845947265625, 395.1970520019531, 1117.4874267578125)","(-0.9291818737983704, -0.9298450350761414, 0.9647921919822693, 0.9230762124061584)",-80.7,1765210810.448172
204,"(45.217010498046875, 240.45455932617188, 376.40521240234375, 1026.45654296875)","(-0.9309532046318054, -0.931696355342865, 0.9248610138893127, 0.9249323606491089)",-80.7,1765210810.6660757
205,"(42.98839569091797, 250.11033630371094, 377.103271484375, 1113.3175048828125)","(-0.9328427910804749, -0.9325195550918579, 0.9264996647834778, 0.9268099665641785)",-80.7,1765210810.8842614
206,"(41.38074493408203, 238.92642211914062, 379.377197265625, 1107.376708984375)","(-0.933703601360321, -0.9344003200531006, 0.9276862144470215, 0.9274328351020813)",-80.7,1765210811.0997303
207,"(43.49909973144531, 231.65528869628906, 373.99908447265625, 1039.4599609375)","(-0.93560791015625, -0.9361550807952881, 0.9295943975448608, 0.9295877814292908)",-80.7,1765210811.3175423
208,"(41.94774627685547, 230.46292114257812, 366.557373046875, 1036.330322265625)","(-0.935989499092102, -0.9371190071105957, 0.93038409948349, 0.9306733012199402)",-80.7,1765210811.5345027
209,"(40.1049919128418, 230.91851806640625, 363.26373291015625, 1060.8052978515625)","(-0.9374855160713196, -0.9397806525230408, 0.932608425617218, 0.9325230717658997)",-80.7,1765210811.7558293
210,"(41.94051742553711, 216.93218994140625, 371.2588195800781, 991.8971557617188)","(-0.9378513693809509, -0.9419018030166626, 0.934077799320221, 0.9342577457427979)",-80.7,1765210811.9675443
211,"(39.43951416015625, 218.5566864013672, 354.06268310546875, 998.8623046875)","(-0.9402067065238953, -0.9438798427581787, 0.935745358467102, 0.9356704354286194)",-80.7,1765210812.184712
212,"(38.609840393066406, 240.69406127929688, 352.46392822265625, 1031.74072265625)","(-0.9428157806396484, -0.9424079060554504, 0.9366170763969421, 0.9370253086090088)",-80.7,1765210812.4028397
213,"(41.022438049316406, 242.92864990234375, 370.9542236328125, 1052.235595703125)","(-0.9438257813453674, -0.9447287321090698, 0.9380308985710144, 0.938292384147644)",-80.7,1765210812.6183555
214,"(43.29546356201172, 250.60470581054688, 387.4154357910156, 1054.79638671875)","(-0.9451597332954407, -0.946779191493988, 0.9397723078727722, 0.9396626949310303)",-80.7,1765210812.8361604
215,"(42.65693664550781, 262.5457763671875, 373.75445556640625, 1151.5947265625)","(-0.9475696086883545, -0.9469394087791443, 0.9406890869140625, 0.9408437609672546)",-80.7,1765210813.0516758
216,"(41.496551513671875, 253.30328369140625, 380.6806640625, 1118.22509765625)","(-0.9484413266181946, -0.9479771852493286, 0.9420192837715149, 0.9418121576309204)",-80.7,1765210813.2699423
217,"(41.83827209472656, 235.09234619140625, 389.19769287109375, 1057.93798828125)","(-0.9489617943763733, -0.950061023235321, 0.9431540966033936, 0.9429984092712402)",-80.7,1765210813.4899554
218,"(39.24323272705078, 229.46792602539062, 362.01171875, 1033.802001953125)","(-0.9510205388069153, -0.9003934860229492, 0.9448922276496887, 0.9449270963668823)",-80.7,1765210813.7032385
219,"(39.87554931640625, 232.6385498046875, 360.8573303222656, 1035.004638671875)","(-0.9019668102264404, -0.9019415378570557, 0.9464346766471863, 0.9465593099594116)",-80.7,1765210813.9214034
220,"(42.16584014892578, 243.41531372070312, 386.87347412109375, 1000.88037109375)","(-0.9031429886817932, -0.9034432768821716, 0.9775456786155701, 0.9469587802886963)",-80.7,1765210814.136899
221,"(43.03028869628906, 248.78558349609375, 385.1865539550781, 1080.0850830078125)","(-0.9041154384613037, -0.9058235287666321, 0.9485549330711365, 0.9488128423690796)",-80.7,1765210814.3547132
222,"(39.646610260009766, 251.70970153808594, 358.2345886230469, 1132.859130859375)","(-0.9058183431625366, -0.9079337120056152, 0.900367021560669, 0.9005947709083557)",-80.7,1765210814.5779185
223,"(40.059234619140625, 231.2373046875, 353.61480712890625, 1062.27880859375)","(-0.9072504639625549, -0.9098187685012817, 0.902559220790863, 0.9027143120765686)",-80.7,1765210814.7885053
224,"(42.55679702758789, 243.28134155273438, 334.20654296875, 1184.968505859375)","(-0.9127360582351685, -0.9138036966323853, 0.9541771411895752, 0.9947546124458313)",-79.2,1765210815.2228363
225,"(42.365047454833984, 241.42828369140625, 325.2758483886719, 1134.580322265625)","(-0.913371741771698, -0.9157702922821045, 0.9081187844276428, 0.9083014726638794)",-79.2,1765210815.440058
226,"(48.32115173339844, 245.84503173828125, 351.18048095703125, 1094.0975341796875)","(-0.9621675610542297, -0.9164373874664307, 0.9095741510391235, 0.9097058773040771)",-79.2,1765210815.6578863
227,"(44.74794006347656, 262.1495666503906, 347.26715087890625, 1183.009521484375)","(-0.9172230362892151, -0.9169871807098389, 0.9106892943382263, 0.9107803702354431)",-79.2,1765210815.8735304
228,"(40.344879150390625, 270.93695068359375, 347.90478515625, 1211.316162109375)","(-0.9178956151008606, -0.9190675616264343, 0.9124690890312195, 0.9122214913368225)",-79.2,1765210816.0915895
229,"(41.17247772216797, 258.90753173828125, 328.3500671386719, 1161.700439453125)","(-0.9211245775222778, -0.9214213490486145, 0.9147295355796814, 0.9146571755409241)",-79.2,1765210816.307064
230,"(42.5306510925293, 260.78802490234375, 328.20330810546875, 1135.0406494140625)","(-0.9215657711029053, -0.9217492938041687, 0.9152171611785889, 0.91552734375)",-79.2,1765210816.5248585
231,"(39.74909591674805, 266.685791015625, 317.15362548828125, 1229.029296875)","(-0.9231448173522949, -0.9357872605323792, 0.9179273247718811, 0.960612416267395)",-79.2,1765210816.7431164
232,"(42.65100860595703, 253.72622680664062, 330.9693603515625, 1152.7733154296875)","(-0.9260039329528809, -0.9266100525856018, 0.9192995429039001, 0.9199487566947937)",-79.2,1765210816.9597054
233,"(48.729923248291016, 251.79339599609375, 352.7543029785156, 1159.6201171875)","(-0.9690220952033997, -0.9273104071617126, 0.9208179116249084, 0.9206840991973877)",-79.2,1765210817.1765237
234,"(43.91107940673828, 256.79644775390625, 343.9058837890625, 1208.8402099609375)","(-0.928095281124115, -0.9289931654930115, 0.9222244620323181, 0.9223561882972717)",-79.2,1765210817.3919823
