rssi0,theta0,rssi1,theta1,rssi2,theta2,rssi3,theta3
0.42970540512736904,-0.45902159327450864,0.008610611173875087,-0.4625122517784973,0.0034273918100431056,-0.45029494701453704,0.14207020145043728,-0.45553093477052004
0.474130703881179,-0.42760566673861067,0.016670242778609682,-0.42760566673861067,0.0015406796552512065,-0.445058959258554,0.11412208833941861,-0.4310963252425994
0.525920641002753,-0.4241150082346221,0.01832466174143105,-0.4223696789826278,0.0009909792610158694,-0.4084070449666731,0.12529682026781463,-0.4206243497306334
0.5369441126001048,-0.39269908169872414,0.023075958981487555,-0.39269908169872414,0.002392680990174294,-0.40491638646268446,0.14301887613892303,-0.3961897402027128
0.5521928660404417,-0.38746309394274114,0.02903339652069876,-0.38571776469074687,0.0017571155396490052,-0.3752457891787809,0.18117041953370372,-0.3909537524467298
0.5537200780674495,-0.3735004599267865,0.033303697450560575,-0.37175513067479216,0.0033825727819983098,-0.36826447217080355,0.16638387429246387,-0.3543018381548489
0.6126221293109336,-0.34557519189487723,0.03459544208698159,-0.3543018381548489,0.006466093017343195,-0.3420845333908886,0.14164524533300085,-0.3490658503988659
0.6191934202719012,-0.33335788713091696,0.04754222284667581,-0.3368485456349056,0.004907309895825045,-0.33510321638291124,0.14519247305321467,-0.3368485456349056
0.6763368521829719,-0.317649923862968,0.04607266313642779,-0.3089232776029963,0.002853520953177696,-0.317649923862968,0.17244537880271285,-0.307177948351002
0.6879936642357181,-0.2932153143350474,0.04349011689750062,-0.296705972839036,0.0027494359936902414,-0.2932153143350474,0.17067399201227537,-0.28797932657906433
0.7101708097450926,-0.2827433388230814,0.04982018018278883,-0.28623399732707,0.0038612650337799237,-0.2775073510670984,0.17285593290455523,-0.2775073510670984
0.7057730677850141,-0.26529004630313807,0.05111622187573217,-0.2583087292951608,0.004489615817536567,-0.26703537555513246,0.1840149243518943,-0.26878070480712674
0.7055211706943859,-0.2408554367752175,0.07000723896101668,-0.23911010752322312,0.011338054839735967,-0.24434609527920614,0.15070740657374246,-0.2408554367752175
0.7036565234113047,-0.2234021442552742,0.05652893305670847,-0.2303834612632515,0.01884694995641413,-0.2234021442552742,0.1507933304908197,-0.2181661564992912
0.7047099220069941,-0.21467549799530256,0.05840272830469436,-0.1954768762233649,0.018634798066650946,-0.2076941809873252,0.11739802331411653,-0.2111848394913139
0.7019469301470022,-0.19198621771937624,0.05932569112223343,-0.1902408884673819,0.023225174810988774,-0.19373154697137057,0.1297968685583254,-0.17453292519943295
0.6997502406271797,-0.16929693744344995,0.06124604412234765,-0.17627825445142728,0.02129200799829505,-0.17627825445142728,0.1188376361977812,-0.1710422666954443
0.7000150123854448,-0.158824961931484,0.06157325989376888,-0.15009831567151233,0.02131943593322529,-0.15184364492350666,0.10655958105418911,-0.1605702911834783
0.7028465720694785,-0.1413716694115407,0.0573454858722039,-0.13439035240356337,0.016705660762220974,-0.13788101090755206,0.15159652762196016,-0.1291543646475804
0.7016140068433634,-0.1117010721276371,0.057127664298107006,-0.12391837689159739,0.01583541198200128,-0.12391837689159739,0.14031772098460818,-0.10995574287564275
0.6919041817091056,-0.09599310885968812,0.05780569224363352,-0.09773843811168245,0.009212338430856828,-0.09948376736367678,0.13895539251556624,-0.10122909661567112
0.6837729524034598,-0.0890117918517108,0.040584916236778325,-0.07853981633974483,0.00827089818983437,-0.08203047484373349,0.12909396679427035,-0.08726646259971647
0.6843553354948245,-0.06981317007977318,0.04059403460362163,-0.06632251157578452,0.0067524850015159565,-0.07330382858376185,0.13882069446891304,-0.061086523819801536
0.6453005925224782,-0.04014257279586957,0.03932187176860032,-0.05061454830783556,0.01001511434261357,-0.05061454830783556,0.10658165087836463,-0.048869219055841226
0.6253011357896844,-0.027925268031909273,0.04604385028002489,-0.029670597283903602,0.010166475783060742,-0.02617993877991494,0.10862235181170055,-0.03665191429188092
0.5415944919194596,-0.019198621771937624,0.04404325136746609,-0.013962634015954637,0.01733015074673838,-0.013962634015954637,0.12627553551702728,-0.012217304763960306
0.48237943259207494,0.012217304763960306,0.021641153540695863,0.005235987755982988,0.019989911398408885,0.0,0.08713624673814978,0.005235987755982988
0.4684898779558055,0.022689280275926284,0.021536821154674136,0.022689280275926284,0.02185076072892102,0.024434609527920613,0.05194574824898337,0.019198621771937624
0.4364605066299177,0.03316125578789226,0.01634920095344713,0.04363323129985824,0.03340967890013906,0.04537856055185257,0.052313935713475944,0.04537856055185257
0.4148118686984234,0.06632251157578452,0.013335051277264363,0.05759586531581287,0.03432898515963965,0.05585053606381855,0.050374673066886144,0.06283185307179587
0.40216131067863853,0.07853981633974483,0.01343877218195851,0.07330382858376185,0.04048093021966447,0.07504915783575616,0.028631862855494378,0.0767944870877505
0.31857388726529084,0.09075712110370514,0.01562773463453815,0.09250245035569946,0.042303743416628146,0.10122909661567112,0.03455739930557089,0.09599310885968812
0.31359296750767146,0.10821041362364843,0.013731834382123496,0.11693705988362009,0.053479161119476426,0.10821041362364843,0.03413496648416419,0.11344640137963141
0.3012635469858572,0.1361356816555577,0.006225397076401709,0.12740903539558604,0.06632788225339242,0.12042771838760875,0.02243865925553858,0.1308996938995747
0.28762479541575975,0.15533430342749532,0.005020196957693814,0.1413716694115407,0.06684508107738045,0.15533430342749532,0.022634117208174737,0.1466076571675237
0.28432747282503024,0.1605702911834783,0.005176427208938947,0.1710422666954443,0.10255514950634882,0.17627825445142728,0.017370611557370543,0.16406094968746698
0.313194475491254,0.1832595714594046,0.008479120941267076,0.1884955592153876,0.10827959200550474,0.1832595714594046,0.021683162576134497,0.1832595714594046
0.3174275362187479,0.2059488517353309,0.011883005670868979,0.19896753472735357,0.12791207654700318,0.19722220547535924,0.023339733321321433,0.2059488517353309
0.3221949354986678,0.21642082724729686,0.015528134074365985,0.2181661564992912,0.1516334967591517,0.22689280275926282,0.03411019398732007,0.22165681500327983
0.3180033122759271,0.23736477827122882,0.03127537224611404,0.2408554367752175,0.15508276268918472,0.24260076602721178,0.03388018670978151,0.23212879051524585
0.3056317639435522,0.26005405854715513,0.03258454503863443,0.2495820830351891,0.1824162509213996,0.2495820830351891,0.02772983255567833,0.2583087292951608
0.21511975781821835,0.27401669256310973,0.0490357096496239,0.2757620218151041,0.18675453420214336,0.2757620218151041,0.032349577473672175,0.2757620218151041
0.2138820419007007,0.28797932657906433,0.06795231035600176,0.29496064358704166,0.2081931931681531,0.29496064358704166,0.025437835933537628,0.28797932657906433
0.23063055308050232,0.31066860685499065,0.07805718018503398,0.30194196059501904,0.24892594104287058,0.30194196059501904,0.028864499017940554,0.307177948351002
0.1984467114127452,0.33335788713091696,0.1044558607908574,0.32986722862692824,0.24920635606506955,0.3211405823669566,0.03169002233485269,0.32637657012293964
0.1922269232720566,0.34557519189487723,0.10920302433433131,0.35255650890285456,0.25266583002015597,0.34557519189487723,0.044170650693859254,0.3420845333908886
0.19538398580220914,0.3595378259108319,0.17787393348639294,0.36302848441482055,0.262526156942478,0.35779249665883756,0.060651442916318576,0.36302848441482055
0.1948520095947904,0.3804817769347638,0.2232294687259719,0.3804817769347638,0.2724562117797605,0.3700098014227978,0.06186597843168947,0.3787364476827695
0.1680235232011711,0.40142572795869574,0.23897823613322322,0.3996803987067014,0.2735332740076488,0.3996803987067014,0.07966899839446259,0.39793506945470714
0.15354387109021314,0.4118977034706618,0.28181553678810906,0.4118977034706618,0.27379217245384363,0.41713369122664473,0.07945486165105368,0.41713369122664473
0.1486073958951116,0.43458698374658805,0.297599779785044,0.43458698374658805,0.29407035774981416,0.42586033748661634,0.08335863555326951,0.4310963252425994
0.13289161247853756,0.4572762640225143,0.40304199321765743,0.4572762640225143,0.2928665812178508,0.45029494701453704,0.0856389854587199,0.4520402762665313
0.13222070493914392,0.4625122517784973,0.49915753970202176,0.46774823953448036,0.2925560406806614,0.4729842272904633,0.08645818591084013,0.47123889803846897
0.1363686852825411,0.49218284906240095,0.50483870127719,0.4886921905584123,0.29208743799198694,0.4799655442984406,0.052326086841880524,0.48345620280242924
0.11253323711585195,0.5096361415823442,0.6041735845155446,0.5026548245743669,0.29158748216573854,0.5044001538263612,0.046693432938820036,0.4991641660703782
0.10884322144626278,0.5183627878423159,0.6393559497576861,0.5201081170943103,0.2755083075833986,0.5270894341022875,0.036050656519570574,0.5253441048502931
0.08876514417503846,0.5358160803622591,0.72154605378643,0.5462880558742251,0.27421370803045525,0.5375614096142535,0.0288106846392396,0.5427973973702365
0.07274698823238393,0.5637413483941685,0.8245058832994362,0.5567600313861911,0.25684457119152737,0.5480333851262195,0.026668852067034482,0.5532693728822025
0.0717956790338574,0.57246799465414,0.8283338491915645,0.5759586531581287,0.22946783198448606,0.5759586531581287,0.018863982596100348,0.57246799465414
0.058921841071340714,0.5881759579220891,0.9111526992166671,0.5916666164260777,0.22603174346208835,0.5951572749300663,0.021109013084736523,0.6021385919380438
0.05814142135172262,0.6161012259539983,0.9627810196212557,0.6056292504420324,0.1816605245754996,0.6021385919380438,0.019267995777386474,0.6056292504420324
0.03276161037170249,0.6265732014659642,0.9799095183433183,0.635299847725936,0.177510077449914,0.6230825429619757,0.02017317267397929,0.6213372137099813
0.03215004232562944,0.640535835481919,1.0864944530899887,0.6457718232379019,0.13630295054663288,0.6562437987498679,0.02006621930182384,0.6544984694978736
0.02811146665331592,0.6702064327658225,1.11482892094989,0.6562437987498679,0.08479449671026495,0.6702064327658225,0.007492261814727663,0.6702064327658225
0.018220932906990825,0.6859143960337715,1.1461885721711136,0.6876597252857658,0.08306326054878113,0.6754424205218056,0.006607333620984081,0.6754424205218056
0.00933319206217607,0.6946410422937431,1.27164123157705,0.7086036763096978,0.06649669963632136,0.7068583470577035,0.006938055056257425,0.6981317007977318
0.009421189307495853,0.7225663103256523,1.3186288514132838,0.7138396640656808,0.05891018238344955,0.7225663103256523,0.004486688924686801,0.7225663103256523
0.009447215168793233,0.74176493209759,1.3143897517598278,0.7330382858376184,0.03315412573212921,0.7278022980816354,0.0006640834149522994,0.7330382858376184
0.006189949439092938,0.7487462491055673,1.3278528579685724,0.757472895365539,0.030537371152540783,0.7522369076095561,0.0018647314385668043,0.7487462491055673
0.004990545008455228,0.7714355293814937,1.326890087889705,0.7696902001294993,0.027411548941263335,0.778416846389471,0.006945565379343591,0.7766715171374766
0.005191163861668483,0.7906341511534312,1.3351804497503268,0.7853981633974483,0.007912728486824129,0.783652834145454,0.009351519103636774,0.7888888219014369
0.009599740087135064,0.8045967851693859,1.3457271038409484,0.8098327729253689,0.001853317648801524,0.8063421144213804,0.024678077614921964,0.7993607974134028
0.01597374135487364,0.8168140899333463,1.3436505591476686,0.8220500776893291,0.0043700572529504775,0.8290313946973066,0.03584714986615151,0.8255407361933178
0.01775560462111952,0.8464846872172498,1.3930590290197564,0.8325220532012952,0.017852673860903726,0.8412486994612668,0.05694028652559755,0.8447393579652556
0.03184102221681732,0.8621926504851988,1.4246318169816838,0.8604473212332043,0.019599741870460003,0.8517206749732327,0.08281882478271774,0.8534660042252271
0.03238229567339379,0.8691739674931761,1.4106415743614154,0.8848819307611251,0.041349243733190974,0.8831366015091309,0.08477753182347664,0.8744099552491591
0.035219642732299855,0.8918632477691024,1.4262614697966034,0.8866272600131193,0.13873663045977724,0.8970992355250854,0.1147635733715356,0.895353906273091
0.04754763008704968,0.9197885158010117,1.4237088002878886,0.905825881785057,0.16767831818752943,0.9040805525330626,0.11782553880294167,0.9040805525330626
0.051010455946057666,0.9250245035569946,1.3763226364991272,0.9389871375729493,0.24180780536451063,0.9320058205649718,0.122552300093439,0.926769832808989
0.054630406691475154,0.9442231253289324,1.3617940080754025,0.9459684545809266,0.25905852796131945,0.9512044423369095,0.12130463778940921,0.9564404300928925
0.05701620234124757,0.9721483933608416,1.2855711439407813,0.96342174710087,0.42731510700416026,0.96342174710087,0.12732707408506203,0.9651670763528643
0.06862242725660263,0.9826203688728075,1.143531909163916,0.9878563566287906,0.5822072512564757,0.9808750396208132,0.11921278020227366,0.9756390518648301
0.06755739822787349,0.9930923443847736,1.0927089510624144,0.9965830028887622,0.6264359575671123,0.9983283321407564,0.11960525855549697,1.0088003076527223
0.06767768890749198,1.0245082709206714,1.0101215129375587,1.0157816246606999,0.7199026202199059,1.0140362954087054,0.10082928419924929,1.0245082709206714
0.06899063579897972,1.0419615634406147,0.984809493830355,1.0454522219446034,0.7264967021714978,1.0349802464326374,0.08425465940607803,1.0297442586766543
0.0697009783830583,1.048942880448592,0.8280607803707437,1.054178868204575,0.9294850830600696,1.059414855960558,0.08784710189988869,1.0559241974565694
0.07830025853436463,1.069886831472524,0.7965274419837467,1.0663961729685354,0.9833961346363126,1.0716321607245183,0.10201057860879165,1.0786134777324956
0.08645053836228601,1.0943214410004445,0.8201583235564062,1.0995574287564276,1.0953446176656763,1.0873401239924672,0.10131064259523333,1.085594794740473
0.08366248951119104,1.1030480872604165,0.6233603218183504,1.106538745764405,1.2418513613732525,1.106538745764405,0.10010827502111153,1.101302758008422
0.05660974382321841,1.1205013797803596,0.5788916773342649,1.1187560505283651,1.2576682315103973,1.1187560505283651,0.08883447676094076,1.13271868454432
0.052409004562843364,1.1414453308042916,0.5665901182246088,1.1466813185602744,1.3782703748908365,1.13271868454432,0.0892725501058899,1.14493598930828
0.03151670024299609,1.1588986233242349,0.4390723059364294,1.160643952576229,1.568859608837829,1.1641346110802178,0.1189088558162369,1.1536626355682515
0.025256436405729166,1.1746065865921838,0.42762080243207334,1.171115928088195,1.6485789335669487,1.1798425743481666,0.12028082309847382,1.1746065865921838
0.024409297928862494,1.1903145498601326,0.3816314087657489,1.1938052083641213,1.705711099996557,1.186823891356144,0.09907176804510387,1.1955505376161157
0.017547803814570693,1.2112585008840648,0.24673904535402477,1.2147491593880533,1.7062067203838598,1.213003830136059,0.08066527580138781,1.2095131716320704
0.01554623193602842,1.2252211349000193,0.23601889209266433,1.2252211349000193,1.8668615267636308,1.2322024519079966,0.06559459575128862,1.2269664641520137
0.006802743331397472,1.2444197566719568,0.13706792253104041,1.2479104151759455,1.9096551875542513,1.239183768915974,0.08249113186893824,1.2479104151759455
0.0032147028335633623,1.2688543661998777,0.11751188110473154,1.2688543661998777,1.9462636381073224,1.260127719939906,0.08422379359343692,1.2671090369478832
0.003151242129270712,1.2828170002158321,0.03156635327875481,1.2758356832078548,2.021629685583367,1.2950343049797925,0.13715992414339076,1.2775810124598492
0.004906507818010434,1.2985249634837812,0.014161243031496124,1.3037609512397643,2.029294980558738,1.3020156219877697,0.1271123106610623,1.3002702927357754
0.0054741538236527275,1.3159782560037245,0.024120158530613073,1.3177235852557188,2.1021672076807008,1.3089969389957472,0.11592860435418662,1.319468914507713
0.007504736536071214,1.3369222070276563,0.04653786950379976,1.324704902263696,2.1025600237002418,1.335176877775662,0.07911014685758776,1.324704902263696
0.010634368116139522,1.3508848410436112,0.06106379033778753,1.356120828799594,2.0808712863123073,1.3526301702956054,0.07214238824313536,1.36659280431156
0.013968461186060285,1.36659280431156,0.06944702988352978,1.371828792067543,2.0949547602524174,1.3613568165555772,0.036031388533656776,1.3700834628155487
0.03549308467360479,1.3857914260834976,0.1220585089284852,1.3788101090755203,2.1311338503258765,1.3875367553354918,0.027571877755068308,1.3875367553354918
0.04658306914854073,1.4067353771074294,0.13435697935508653,1.4049900478554354,2.1232778660500453,1.408480706359424,0.017381910465379218,1.4032447186034411
0.047006086375274,1.4206980111233842,0.17297796827464118,1.4311699866353502,2.0926648077211247,1.413716694115407,0.03215178931302933,1.4172073526193956
0.04667490734666586,1.4381513036433275,0.1840870590132595,1.436405974391333,2.0569028636732867,1.4381513036433275,0.05834537525180089,1.4398966328953218
0.04711523837391215,1.4556045961632709,0.1819489292086808,1.4486232791552935,1.9004637567658202,1.460840583919254,0.060890756170214444,1.4556045961632709
0.053073108698813855,1.4713125594312197,0.1913891377011269,1.4800392056911913,1.890251205040432,1.4695672301792255,0.08397704950276381,1.467821900927231
0.06196669009365918,1.4957471689591406,0.19789965843901522,1.4905111812031575,1.7374561624706164,1.4870205226991686,0.1464864712866184,1.4922565104551517
0.06487207028749196,1.5079644737231008,0.2123634697284217,1.5009831567151235,1.7156152403282887,1.5132004614790837,0.17591145857487497,1.5132004614790837
0.07272347070175676,1.5184364492350666,0.23531616353354137,1.530653753999027,1.682096199444447,1.5219271077390553,0.36304836452608136,1.520181778487061
0.07245140825425274,1.5498523757709646,0.23970593441599455,1.5481070465189704,1.5701429509688989,1.5393804002589986,0.3785324183477646,1.5411257295109928
0.08040581308149236,1.5655603390389137,0.25082072634459246,1.5550883635269477,1.605422372341182,1.5638150097869192,0.6274680977720687,1.567305668290908
0.08812577933540038,1.5725416560468908,0.25095113632761334,1.579522973054868,1.5221855073411292,1.5777776438028739,0.8460846499519282,1.5725416560468908
0.09056533384247008,1.5987215948268056,0.2509366231615387,1.6039575825827888,1.3531099730017475,1.5969762655748114,0.8228143761367023,1.593485607070823
0.13034997753106195,1.6179202165987434,0.227598489314823,1.6091935703387719,1.3126281176997947,1.616174887346749,0.8087947360393803,1.6249015336067205
0.1327022835444985,1.6266468628587152,0.2246165480591158,1.6318828506146983,1.0647641619501,1.6283921921107094,0.8659216920972855,1.6318828506146983
0.13080681028049762,1.6441001553786583,0.21927409983318658,1.65282680163863,1.0405524794230274,1.6441001553786583,0.9032858498836586,1.6493361431346414
0.12457754177173352,1.6720254234105674,0.21996256175566997,1.6632987771505958,0.8931840056856778,1.6702800941585736,0.8483157232845357,1.6702800941585736
0.10902526783521756,1.6877333866785167,0.22443815186979857,1.6824973989225336,0.6900599194101268,1.6877333866785167,0.8454976362133069,1.684242728174528
0.10866034074412358,1.6982053621904827,0.20382899095911836,1.7034413499464653,0.6612951960791928,1.6947147036864938,0.9120292049475486,1.699950691442477
0.10970089153877009,1.7191493132144147,0.1968579084842613,1.7191493132144147,0.5751821158505132,1.7174039839624204,0.9101297487389243,1.7191493132144147
0.1311857657784451,1.7383479349863522,0.15650151308801125,1.733111947230369,0.5662297617289888,1.7418385934903406,0.9702986317655898,1.7383479349863522
0.1390472005269602,1.7540558982543013,0.1534446468922315,1.7505652397503124,0.48063874684023117,1.7470745812463238,1.0912409267543106,1.7505652397503124
0.13772719016289486,1.7697638615222502,0.12882676106372995,1.7732545200262386,0.4648563318404168,1.7697638615222502,1.1081851448314362,1.7680185322702555
0.1318508983613574,1.7889624832941877,0.10142923395371813,1.7837264955382048,0.4364807318052386,1.7924531417981766,1.264371838052517,1.785471824790199
0.12947004711947968,1.795943800302165,0.09979450055378936,1.7994344588061535,0.3375218465130967,1.7976891295541593,1.302661193339869,1.8011797880581482
0.09680020207868116,1.8186330805780915,0.07388690928141158,1.827359726838063,0.3386474435641939,1.8186330805780915,1.5380230642836736,1.8238690683340746
0.0896186932531325,1.843067690106012,0.06615527509109305,1.8325957145940461,0.3304094838681144,1.843067690106012,1.3892038339518729,1.8360863730980346
0.08710110604952497,1.848303677861995,0.04644582621369342,1.8500490071139892,0.2612269721619173,1.848303677861995,1.3743377361286828,1.8500490071139892
0.10813929913737769,1.8744836166419099,0.028360971612292823,1.876228945893904,0.24354178700547688,1.8692476288859268,1.2878685563435923,1.8744836166419099
0.10981265721391142,1.890191579909859,0.02654786885477425,1.88670092140587,0.12341844335464262,1.8936822384138474,1.2764309449912599,1.890191579909859
0.11674561712062266,1.9006635554218247,0.01730428980622279,1.9041542139258132,0.11685394321282894,1.8989182261698305,1.0739832035696601,1.9041542139258132
0.08477409936410935,1.9303341527057285,0.016435310692931224,1.92684349420174,0.12179430290875652,1.9216075064457565,0.8813104093514116,1.9233528356977512
0.07702952636295939,1.9408061282176943,0.013392044627039223,1.9408061282176943,0.10110332062384098,1.9460421159736774,0.8328939324335618,1.9408061282176943
0.06323247409414667,1.9600047499896318,0.009360615110529973,1.9565140914856434,0.09220524704365096,1.949532774477666,0.8189345881281627,1.953023432981655
0.06387046359185446,1.9774580425095754,0.008998051941260483,1.9774580425095754,0.07097339253847275,1.9826940302655582,0.8117430104250088,1.9739673840055865
0.06951539273174247,1.9931660057775245,0.0065307809266350976,1.9931660057775245,0.05260860334859654,1.996656664281513,0.8259995317303056,1.9914206765255298
0.07711785116511827,2.015855286053451,0.006348926849024761,2.0053833105414847,0.05108568987802201,2.007128639793479,0.8944672537923489,2.0106192982974678
0.07724997401167323,2.028072590817411,0.006380933440348344,2.0315632493213998,0.06153931944327969,2.028072590817411,0.9177427153611418,2.028072590817411
0.07193579304084109,2.047271212589348,0.006956417555798087,2.047271212589348,0.06032828336614582,2.0437805540853597,1.0605167193818978,2.047271212589348
0.06998189452716659,2.0612338466053033,0.00714134307878807,2.0629791758572975,0.03305117745703212,2.0594885173533086,1.1640131971649745,2.0647245051092917
0.05358560379795638,2.087413785385218,0.008664570366225829,2.0839231268812295,0.013349503024579545,2.0839231268812295,1.1758993364125727,2.0786871391252464
0.047436796652134246,2.097885760897184,0.009092497740031244,2.0961404316451895,0.002966226579920079,2.092649773141201,1.1480298600511827,2.092649773141201
0.04842087830911207,2.1153390534171272,0.010267525509801714,2.1153390534171272,0.0014992767197251587,2.111848394913139,1.1410454154952643,2.1205750411731104
0.08266637733615909,2.138028333693054,0.010481350452684743,2.139773662945048,0.0007352831429320349,2.1432643214490366,1.0102390768822993,2.1310470166850766
0.09090635393046849,2.1432643214490366,0.010441418218535848,2.1467549799530254,0.0034750769924789967,2.1485003092050197,0.9380706266614146,2.1537362969610028
0.09233242606428971,2.1694442602289516,0.010074594730647314,2.1642082724729685,0.003723001360734659,2.1642082724729685,0.9303821660430772,2.1659536017249628
0.09137139589216366,2.183406894244906,0.010019256673716928,2.192133540504878,0.005314757760542564,2.1903882112528836,0.8581728590168806,2.1903882112528836
0.0907462661715417,2.2043508452688383,0.00916357021413008,2.2008601867648494,0.003577236556079997,2.197369528260861,0.6780863318148077,2.197369528260861
0.06950980634704292,2.220058808536787,0.00892873387609092,2.220058808536787,0.0019805848805752647,2.223549467040776,0.6565736708751637,2.2148228207808045
0.06537716487443779,2.2375121010567303,0.00916305083962074,2.2444934180647076,0.001457655958949728,2.246238747316702,0.5760055079924968,2.2427480888127134
0.052365134106111356,2.260201381332657,0.009073035651855875,2.253220064324679,0.0008240984691562422,2.251474735072685,0.5706714956711918,2.254965393576674
0.034542736434927286,2.2671826983406342,0.009060804999990653,2.272418686096617,0.0013162173397448598,2.2689280275926285,0.5536509387690124,2.2706733568446227
0.033970182591893786,2.293362637120549,0.00785287522464972,2.295107966372543,0.0032214348598715824,2.288126649364566,0.5448243764865147,2.295107966372543
0.019213129602703247,2.314306588144481,0.006505683202974975,2.309070600388498,0.0034098436702796405,2.309070600388498,0.5166231436345458,2.307325271136503
0.015244149278157126,2.3230332344044524,0.006450106684376278,2.3265238929084413,0.001780639056893303,2.319542575900464,0.48420223944957047,2.3230332344044524
0.004084003445710085,2.345722514680379,0.004284119568105638,2.340486526924396,0.0023312768735506916,2.340486526924396,0.49367722974193234,2.3492131731843675
