,Angles,Times,RSSI,POS
0,-0.03611026038608944,1764581028.378037,"(5.657914161682129, 5.569645881652832, 5.336472511291504, 0.27846559882164)",-40.8
1,0.10833078115826877,1764581028.5926306,"(3.4038238525390625, 8.180353164672852, 13.871975898742676, 0.689224362373352)",-20.2
2,-0.252771822702627,1764581028.8065803,"(1.389166235923767, 10.769665718078613, 0.2607029676437378, 1.4695007801055908)",-4.4
3,-0.46943338501916443,1764581029.0208097,"(2.8636574745178223, 8.832439422607422, 0.23661968111991882, 1.9317853450775146)",-1.7
4,-0.3972128642469853,1764581029.2465298,"(2.193918466567993, 8.259740829467773, 0.16859117150306702, 1.956411361694336)",-2.7
5,-0.252771822702627,1764581029.4596314,"(1.128566861152649, 9.987207412719727, 0.15727759897708893, 1.7475618124008179)",-6.2
6,-0.252771822702627,1764581029.677491,"(0.5133112668991089, 11.502542495727539, 0.16043999791145325, 1.7543381452560425)",-8.9
7,-0.3249923434748061,1764581029.8884192,"(0.2282475084066391, 13.47909927368164, 0.18943029642105103, 1.5824055671691895)",-11.1
8,-0.3249923434748061,1764581030.109616,"(0.18341916799545288, 13.810187339782715, 0.22564905881881714, 1.3805391788482666)",-14.3
9,-0.3249923434748061,1764581030.3237898,"(0.6352841854095459, 13.516641616821289, 0.31141024827957153, 1.1434123516082764)",-17.1
10,-0.252771822702627,1764581030.5432765,"(1.4850478172302246, 13.607078552246094, 0.5536326169967651, 0.7613528370857239)",-20.0
11,-0.252771822702627,1764581030.7671144,"(2.6441354751586914, 13.574315071105957, 1.0673162937164307, 0.4254606366157532)",-22.9
12,-0.252771822702627,1764581030.9793956,"(3.526909351348877, 12.288360595703125, 1.780892014503479, 0.2460678219795227)",-25.4
13,-0.18055130193044788,1764581031.1932304,"(4.193568229675293, 11.24301528930664, 2.584388494491577, 0.08011680096387863)",-27.6
14,-0.18055130193044788,1764581031.4117467,"(4.977242946624756, 10.608282089233398, 3.604905366897583, 0.04652886092662811)",-29.7
15,-0.10833078115826866,1764581031.6266356,"(5.508027076721191, 9.213008880615234, 5.425104141235352, 0.07601922005414963)",-31.4
