,Angles,Times,RSSI,POS
0,0.10833078115826877,1764677582.579632,"(483.0096435546875, 231.6967315673828, 662.0581665039062, 42.64833068847656)",0.2
1,-0.5416539057913435,1764677582.7860932,"(472.10888671875, 637.1824340820312, 38.119384765625, 39.843971252441406)",0.2
2,-0.03611026038608944,1764677583.1490788,"(630.2886962890625, 634.86767578125, 633.0900268554688, 38.719635009765625)",-0.7
3,-0.10833078115826866,1764677583.358558,"(45.514732360839844, 435.5204162597656, 220.9394073486328, 193.84243774414062)",-1.9
4,1.0471975511965976,1764677583.5215573,"(53.162960052490234, 51.616546630859375, 129.20350646972656, 752.1234741210938)",-2.3
5,-0.9749770304244185,1764677583.6935437,"(754.273193359375, 55.1985969543457, 55.584617614746094, 373.583740234375)",-2.4
6,-0.252771822702627,1764677583.8674128,"(222.40863037109375, 778.36328125, 53.13019561767578, 47.48640823364258)",-1.8
7,0.18055130193044788,1764677584.0647552,"(341.76336669921875, 136.01841735839844, 788.948486328125, 46.6096076965332)",-2.6
8,0.18055130193044788,1764677584.2816396,"(335.72076416015625, 113.61854553222656, 815.4473876953125, 48.616539001464844)",-3.6
9,0.18055130193044788,1764677584.494359,"(336.375244140625, 102.75672149658203, 844.1271362304688, 43.77867889404297)",-3.7
10,0.18055130193044788,1764677584.7094269,"(318.3438720703125, 105.04898071289062, 844.4127197265625, 49.402801513671875)",-3.7
11,0.18055130193044788,1764677584.923514,"(328.671875, 105.18756103515625, 820.1468505859375, 48.38190460205078)",-3.5
12,0.18055130193044788,1764677585.143345,"(339.5418701171875, 106.12836456298828, 838.892822265625, 50.87717819213867)",-2.5
13,0.18055130193044788,1764677585.3624084,"(348.1938781738281, 145.5507049560547, 802.014404296875, 49.162017822265625)",-1.2
14,0.10833078115826877,1764677585.5782785,"(409.88287353515625, 227.9688262939453, 704.371826171875, 41.66516876220703)",1.3
15,0.10833078115826877,1764677585.7979226,"(412.3913269042969, 315.7794189453125, 576.1363525390625, 32.38536834716797)",2.4
16,0.036110260386089665,1764677586.0162714,"(452.77154541015625, 344.78289794921875, 527.45556640625, 25.039512634277344)",3.5
17,-0.03611026038608944,1764677586.2311258,"(441.23040771484375, 394.2451171875, 431.32244873046875, 18.832595825195312)",4.5
18,-0.6860949473357019,1764677586.4500477,"(439.21612548828125, 360.8488464355469, 375.05255126953125, 15.969751358032227)",4.7
19,-0.6860949473357019,1764677586.665052,"(449.393798828125, 367.93450927734375, 382.4963073730469, 17.626842498779297)",4.6
20,-0.03611026038608944,1764677586.885955,"(434.0004577636719, 361.474365234375, 392.66778564453125, 17.781970977783203)",2.4
21,0.10833078115826877,1764677587.0962577,"(372.83013916015625, 167.51434326171875, 554.02294921875, 26.673433303833008)",-1.8
22,0.18055130193044788,1764677587.3195882,"(327.4974060058594, 89.8360366821289, 803.2904052734375, 48.88475036621094)",-3.9
23,0.252771822702627,1764677587.5285988,"(325.94171142578125, 68.3189926147461, 837.509765625, 51.493675231933594)",-4.0
24,0.252771822702627,1764677587.75431,"(309.7110900878906, 64.44812774658203, 812.0352783203125, 54.070716857910156)",-3.9
25,0.252771822702627,1764677587.9733503,"(308.9271240234375, 68.04476928710938, 836.0686645507812, 53.25967788696289)",-3.1
26,0.18055130193044788,1764677588.1789653,"(344.28021240234375, 94.29438781738281, 857.2767333984375, 49.53577423095703)",-1.7
27,0.18055130193044788,1764677588.4014843,"(396.4455261230469, 179.295166015625, 697.1189575195312, 41.311431884765625)",1.0
28,0.10833078115826877,1764677588.6213868,"(438.21453857421875, 267.9123229980469, 526.5643310546875, 29.325946807861328)",3.3
29,0.036110260386089665,1764677588.8363042,"(446.81573486328125, 343.72283935546875, 453.09014892578125, 22.287639617919922)",4.4
30,-0.6860949473357019,1764677589.059845,"(444.2468566894531, 393.4780578613281, 383.90765380859375, 16.371829986572266)",5.6
31,-0.6860949473357019,1764677589.2654583,"(455.61419677734375, 428.1880187988281, 360.50531005859375, 13.727316856384277)",5.6
32,-0.6860949473357019,1764677589.486696,"(448.26409912109375, 398.137939453125, 366.9681091308594, 12.67355728149414)",3.2
33,0.18055130193044788,1764677589.697424,"(369.2557373046875, 164.94744873046875, 601.1211547851562, 25.34634780883789)",-2.3
34,0.252771822702627,1764677589.9175434,"(254.38363647460938, 31.356727600097656, 874.0501708984375, 55.52051544189453)",-6.4
35,0.252771822702627,1764677590.1412613,"(234.30801391601562, 13.355443000793457, 964.3914184570312, 64.05133056640625)",-7.1
36,0.252771822702627,1764677590.351174,"(234.17660522460938, 13.643099784851074, 934.4708251953125, 66.96434020996094)",-7.1
37,0.252771822702627,1764677590.5732372,"(231.9760284423828, 13.807083129882812, 945.9012451171875, 66.97991180419922)",-6.4
38,0.252771822702627,1764677590.7921166,"(255.20455932617188, 21.246984481811523, 893.0265502929688, 62.020042419433594)",-5.2
39,0.252771822702627,1764677591.0093825,"(337.5755615234375, 61.346954345703125, 840.8468017578125, 59.414981842041016)",-2.2
40,0.18055130193044788,1764677591.2187257,"(379.45477294921875, 130.98570251464844, 745.1156005859375, 46.4892578125)",0.1
41,0.10833078115826877,1764677591.4443834,"(422.1265869140625, 222.1390380859375, 609.334228515625, 33.51118469238281)",2.3
42,0.036110260386089665,1764677591.6536572,"(454.1690673828125, 316.1686096191406, 487.070556640625, 21.73712158203125)",4.2
43,-0.6860949473357019,1764677591.8669426,"(461.3656311035156, 406.1645202636719, 376.0294494628906, 15.401808738708496)",5.3
44,-0.6860949473357019,1764677592.0858984,"(455.5909729003906, 406.1988525390625, 381.7132568359375, 12.624614715576172)",5.3
45,-0.6860949473357019,1764677592.3011644,"(473.473388671875, 396.6818542480469, 358.3641357421875, 12.67176628112793)",3.4
46,0.18055130193044788,1764677592.523791,"(364.2340087890625, 171.4948272705078, 616.7548828125, 27.261531829833984)",-2.8
47,0.252771822702627,1764677592.737519,"(213.28732299804688, 15.037827491760254, 941.7141723632812, 56.538047790527344)",-7.1
48,0.252771822702627,1764677592.9616206,"(213.6959228515625, 5.2376556396484375, 926.9291381835938, 71.31893920898438)",-7.7
49,0.252771822702627,1764677593.18439,"(213.86846923828125, 5.5651116371154785, 959.921142578125, 64.48958587646484)",-7.6
50,0.252771822702627,1764677593.3936055,"(223.2408905029297, 4.945391654968262, 916.54150390625, 77.60598754882812)",-6.8
51,0.252771822702627,1764677593.6064427,"(257.0902404785156, 10.911430358886719, 971.1797485351562, 84.07298278808594)",-5.5
52,0.252771822702627,1764677593.8239481,"(334.5732421875, 55.94712448120117, 899.255859375, 73.35789489746094)",-2.4
53,0.18055130193044788,1764677594.0477798,"(358.5736389160156, 130.8511962890625, 685.884521484375, 55.40690612792969)",0.3
54,0.10833078115826877,1764677594.2574131,"(516.3990478515625, 206.11309814453125, 665.58984375, 35.88685607910156)",2.2
55,0.036110260386089665,1764677594.4818196,"(492.3204650878906, 284.8350830078125, 499.9393310546875, 30.486316680908203)",3.8
56,0.036110260386089665,1764677594.6907284,"(512.8776245117188, 378.49517822265625, 470.66522216796875, 23.643348693847656)",4.9
57,0.036110260386089665,1764677594.9345162,"(403.87091064453125, 291.8471984863281, 392.45428466796875, 11.077527046203613)",5.7
